"COD_UBIC_P,N,19,0","DESC_LINEA,C,50","COD_VARIAN,N,11,0","ORDINAL,N,6,0","CALLE,C,35","ESQUINA,C,36","COD_CALLE1,N,11,0","COD_CALLE2,N,11,0","X,N,32,10","Y,N,32,10"
4452,2,842,44,BV JOSE BATLLE Y ORDO├æEZ,VEDIA,4956,7146,572067.5576853480,6145271.0455327300
4452,522,2425,76,BV JOSE BATLLE Y ORDO├æEZ,VEDIA,4956,7146,572067.5576853480,6145271.0455327300
4452,2,7589,65,BV JOSE BATLLE Y ORDO├æEZ,VEDIA,4956,7146,572067.5576853480,6145271.0455327300
4452,2,7591,65,BV JOSE BATLLE Y ORDO├æEZ,VEDIA,4956,7146,572067.5576853480,6145271.0455327300
4452,2,7593,65,BV JOSE BATLLE Y ORDO├æEZ,VEDIA,4956,7146,572067.5576853480,6145271.0455327300
4452,195,8087,67,BV JOSE BATLLE Y ORDO├æEZ,VEDIA,4956,7146,572067.5576853480,6145271.0455327300
4452,195,8088,65,BV JOSE BATLLE Y ORDO├æEZ,VEDIA,4956,7146,572067.5576853480,6145271.0455327300
4452,145,8404,73,BV JOSE BATLLE Y ORDO├æEZ,VEDIA,4956,7146,572067.5576853480,6145271.0455327300
4452,145,8501,73,BV JOSE BATLLE Y ORDO├æEZ,VEDIA,4956,7146,572067.5576853480,6145271.0455327300
4453,2,72,40,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,2,74,40,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,522,183,72,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,2,842,40,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,522,2425,72,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,2,7589,61,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,2,7591,61,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,2,7593,61,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,195,8087,63,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,195,8088,61,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,145,8404,69,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4453,145,8501,69,BV JOSE BATLLE Y ORDO├æEZ,SORIA,4956,6624,573152.0851300000,6144496.2921100000
4454,2,72,41,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,2,74,41,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,522,183,73,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,2,842,41,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,522,2425,73,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,2,7589,62,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,2,7591,62,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,2,7593,62,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,195,8087,64,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,195,8088,62,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,145,8404,70,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4454,145,8501,70,BV JOSE BATLLE Y ORDO├æEZ,EDUARDO PONDAL,4956,5613,572900.1691709510,6144667.4991822500
4455,145,8404,83,BV JOSE BATLLE Y ORDO├æEZ,CALLE A,4956,1388,570238.8380600000,6146607.2445600000
4455,L34,8499,10,BV JOSE BATLLE Y ORDO├æEZ,CALLE A,4956,1388,570238.8380600000,6146607.2445600000
4455,145,8501,83,BV JOSE BATLLE Y ORDO├æEZ,CALLE A,4956,1388,570238.8380600000,6146607.2445600000
4457,405,24,5,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4457,405,28,5,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4457,117,635,16,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4457,199,1453,46,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4457,117,2779,27,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4457,CARNAVAL,8223,16,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4457,300,8385,9,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4457,300,8386,9,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4457,192,8682,5,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4457,405,8783,5,AV JULIO HERRERA Y REISSIG,ING EDUARDO GARCIA DE ZU├æIGA,5913,7503,576199.2704000000,6135662.2732800000
4458,180,1766,34,AV JACOBO VARELA,SALADERO FARI├æA,7110,6233,576307.9269100000,6141567.1057000000
4458,180,2993,24,AV JACOBO VARELA,SALADERO FARI├æA,7110,6233,576307.9269100000,6141567.1057000000
4464,141,833,42,JOANICO,COMERCIO,3618,2079,578285.8661500000,6140430.9405200000
4464,141,840,47,JOANICO,COMERCIO,3618,2079,578285.8661500000,6140430.9405200000
4464,141,7685,44,JOANICO,COMERCIO,3618,2079,578285.8661500000,6140430.9405200000
4467,110,498,56,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579052.7333929200,6150801.2387377900
4467,169,1162,52,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579052.7333929200,6150801.2387377900
4467,169,2400,62,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579052.7333929200,6150801.2387377900
4467,169,2845,56,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579052.7333929200,6150801.2387377900
4467,169 SD,7702,36,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579052.7333929200,6150801.2387377900
4467,300,8385,67,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579052.7333929200,6150801.2387377900
4467,300,8386,67,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579052.7333929200,6150801.2387377900
4467,L32,8768,15,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579052.7333929200,6150801.2387377900
4467,L33,8770,14,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579052.7333929200,6150801.2387377900
4468,110,522,22,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579003.4381900000,6150897.8978300000
4468,169,1167,13,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579003.4381900000,6150897.8978300000
4468,169,2401,13,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579003.4381900000,6150897.8978300000
4468,169,2846,13,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579003.4381900000,6150897.8978300000
4468,169 SD,7701,1,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579003.4381900000,6150897.8978300000
4468,300,8398,1,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579003.4381900000,6150897.8978300000
4468,300,8399,1,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579003.4381900000,6150897.8978300000
4468,L32,8767,4,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579003.4381900000,6150897.8978300000
4468,L33,8769,4,AV JOSE BELLONI,AV DE LAS INSTRUCCIONES,918,3507,579003.4381900000,6150897.8978300000
4469,110,522,21,AV JOSE BELLONI,CNO REGULO,918,5907,578942.1035100000,6151213.8847800000
4469,L32,8767,3,AV JOSE BELLONI,CNO REGULO,918,5907,578942.1035100000,6151213.8847800000
4469,L33,8769,3,AV JOSE BELLONI,CNO REGULO,918,5907,578942.1035100000,6151213.8847800000
4471,76,7512,9,JOSE ELLAURI,ATANASIO LAPIDO,2508,3750,577412.3961000000,6136481.5747700000
4471,192,8682,15,JOSE ELLAURI,ATANASIO LAPIDO,2508,3750,577412.3961000000,6136481.5747700000
4472,76,7512,7,JOSE ELLAURI,JAIME ZUDA├æEZ,2508,7518,577277.5723339730,6135983.9777539200
4472,192,8682,13,JOSE ELLAURI,JAIME ZUDA├æEZ,2508,7518,577277.5723339730,6135983.9777539200
4473,76,7512,8,JOSE ELLAURI,26 DE MARZO,2508,7629,577328.1026764500,6136349.0321136400
4473,192,8682,14,JOSE ELLAURI,26 DE MARZO,2508,7629,577328.1026764500,6136349.0321136400
4474,79,7970,38,DR JOSE IRURETA GOYENA,CAP HIPOLITO MORDEILLE,3114,4571,577872.9656500000,6142168.6120800000
4474,79,8121,37,DR JOSE IRURETA GOYENA,CAP HIPOLITO MORDEILLE,3114,4571,577872.9656500000,6142168.6120800000
4475,187,1370,33,JOSE L TERRA,PEDERNAL,6840,5343,575087.1659000000,6140458.7939600000
4475,187,2396,22,JOSE L TERRA,PEDERNAL,6840,5343,575087.1659000000,6140458.7939600000
4475,329,7368,37,JOSE L TERRA,PEDERNAL,6840,5343,575087.1659000000,6140458.7939600000
4475,329,7726,37,JOSE L TERRA,PEDERNAL,6840,5343,575087.1659000000,6140458.7939600000
4475,329,7813,37,JOSE L TERRA,PEDERNAL,6840,5343,575087.1659000000,6140458.7939600000
4475,329,8275,37,JOSE L TERRA,PEDERNAL,6840,5343,575087.1659000000,6140458.7939600000
4475,329,8277,37,JOSE L TERRA,PEDERNAL,6840,5343,575087.1659000000,6140458.7939600000
4475,329,8616,37,JOSE L TERRA,PEDERNAL,6840,5343,575087.1659000000,6140458.7939600000
4477,102,254,38,AV MARIANO ESTAPE,JOSE MARIA GUERRA,2604,3249,578406.2069598230,6144053.5941836600
4477,102,278,42,AV MARIANO ESTAPE,JOSE MARIA GUERRA,2604,3249,578406.2069598230,6144053.5941836600
4478,405,24,11,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,405,28,11,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,191,1402,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,316,1762,2,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,329,7368,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,17,7476,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,17,7487,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,329,7726,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,329,7813,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,121,7883,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,121,8075,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,316,8196,2,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,329,8275,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,329,8277,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,328,8550,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,582,8604,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,329,8616,5,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4478,405,8783,11,JOSE MARIA MONTERO,GUIPUZCOA,4545,3258,577131.1462427200,6135230.3092126700
4480,329,7368,60,DR JOSE MARIA SILVA,DIEULAFOY,6573,2373,574152.9994700000,6144383.4820800000
4480,329,7726,60,DR JOSE MARIA SILVA,DIEULAFOY,6573,2373,574152.9994700000,6144383.4820800000
4480,329,7813,60,DR JOSE MARIA SILVA,DIEULAFOY,6573,2373,574152.9994700000,6144383.4820800000
4480,329,8275,60,DR JOSE MARIA SILVA,DIEULAFOY,6573,2373,574152.9994700000,6144383.4820800000
4480,329,8277,60,DR JOSE MARIA SILVA,DIEULAFOY,6573,2373,574152.9994700000,6144383.4820800000
4480,329,8616,60,DR JOSE MARIA SILVA,DIEULAFOY,6573,2373,574152.9994700000,6144383.4820800000
4480,174,8708,53,DR JOSE MARIA SILVA,DIEULAFOY,6573,2373,574152.9994700000,6144383.4820800000
4480,174,8710,53,DR JOSE MARIA SILVA,DIEULAFOY,6573,2373,574152.9994700000,6144383.4820800000
4481,102,254,37,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578289.9866331680,6143897.4875910500
4481,102,278,41,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578289.9866331680,6143897.4875910500
4481,330,1730,35,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578289.9866331680,6143897.4875910500
4481,330,2388,34,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578289.9866331680,6143897.4875910500
4481,106,3297,11,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578289.9866331680,6143897.4875910500
4481,71,8387,35,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578289.9866331680,6143897.4875910500
4481,192,8682,43,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578289.9866331680,6143897.4875910500
4482,102,254,36,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578167.9209054680,6143740.8652277700
4482,102,278,40,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578167.9209054680,6143740.8652277700
4482,330,1730,34,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578167.9209054680,6143740.8652277700
4482,330,2388,33,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578167.9209054680,6143740.8652277700
4482,106,3297,10,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578167.9209054680,6143740.8652277700
4482,71,8387,34,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578167.9209054680,6143740.8652277700
4482,192,8682,42,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578167.9209054680,6143740.8652277700
4484,D8,1545,37,AV JOSE PEDRO VARELA,AV  DR. LUIS ALBERTO DE HERRERA,7119,3348,576180.5748000000,6141146.9674300000
4484,180,1767,17,AV JOSE PEDRO VARELA,AV  DR. LUIS ALBERTO DE HERRERA,7119,3348,576180.5748000000,6141146.9674300000
4484,D8,2643,37,AV JOSE PEDRO VARELA,AV  DR. LUIS ALBERTO DE HERRERA,7119,3348,576180.5748000000,6141146.9674300000
4484,180,2994,17,AV JOSE PEDRO VARELA,AV  DR. LUIS ALBERTO DE HERRERA,7119,3348,576180.5748000000,6141146.9674300000
4484,77,8048,44,AV JOSE PEDRO VARELA,AV  DR. LUIS ALBERTO DE HERRERA,7119,3348,576180.5748000000,6141146.9674300000
4484,UAM1,8809,10,AV JOSE PEDRO VARELA,AV  DR. LUIS ALBERTO DE HERRERA,7119,3348,576180.5748000000,6141146.9674300000
4486,409,58,27,JUAN BAUTISTA SAA,MARIA ORTICOCHEA,6200,4992,570183.4849500000,6145346.6619200000
4486,409,3125,24,JUAN BAUTISTA SAA,MARIA ORTICOCHEA,6200,4992,570183.4849500000,6145346.6619200000
4486,L3,8587,27,JUAN BAUTISTA SAA,MARIA ORTICOCHEA,6200,4992,570183.4849500000,6145346.6619200000
4487,409,55,58,JUAN BAUTISTA SAA,AV MILLAN,6200,4461,570383.7775327210,6145560.7000029500
4487,409,3124,58,JUAN BAUTISTA SAA,AV MILLAN,6200,4461,570383.7775327210,6145560.7000029500
4487,L24,3352,21,JUAN BAUTISTA SAA,AV MILLAN,6200,4461,570383.7775327210,6145560.7000029500
4487,L3,8588,25,JUAN BAUTISTA SAA,AV MILLAN,6200,4461,570383.7775327210,6145560.7000029500
4488,405,24,16,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,405,28,16,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,522,184,72,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,116,630,32,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,191,1402,11,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,316,1762,7,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,116,2312,22,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,522,2426,62,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,329,7368,10,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,329,7726,10,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,329,7813,10,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,121,7883,10,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,121,8075,10,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,316,8196,7,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,329,8275,10,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,329,8277,10,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,E14,8314,24,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,E14,8324,14,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,328,8550,10,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,329,8616,10,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4488,405,8783,16,JUAN BENITO BLANCO,BV ESPA├æA,1011,2562,577672.7446900000,6136019.1429300000
4489,522,184,70,JUAN BENITO BLANCO,FRANCISCO SOLANO ANTU├æA,1011,396,577552.3759200000,6135589.3180700000
4489,116,630,30,JUAN BENITO BLANCO,FRANCISCO SOLANO ANTU├æA,1011,396,577552.3759200000,6135589.3180700000
4489,191,1402,9,JUAN BENITO BLANCO,FRANCISCO SOLANO ANTU├æA,1011,396,577552.3759200000,6135589.3180700000
4489,116,2312,20,JUAN BENITO BLANCO,FRANCISCO SOLANO ANTU├æA,1011,396,577552.3759200000,6135589.3180700000
4489,522,2426,60,JUAN BENITO BLANCO,FRANCISCO SOLANO ANTU├æA,1011,396,577552.3759200000,6135589.3180700000
4489,E14,8314,22,JUAN BENITO BLANCO,FRANCISCO SOLANO ANTU├æA,1011,396,577552.3759200000,6135589.3180700000
4489,E14,8324,12,JUAN BENITO BLANCO,FRANCISCO SOLANO ANTU├æA,1011,396,577552.3759200000,6135589.3180700000
4490,L29,3354,2,JUAN BONMESADRI,JUAN DE LA COSA,1079,2290,570147.9590100000,6149054.9346900000
4490,147,3360,2,JUAN BONMESADRI,JUAN DE LA COSA,1079,2290,570147.9590100000,6149054.9346900000
4490,526,3370,2,JUAN BONMESADRI,JUAN DE LA COSA,1079,2290,570147.9590100000,6149054.9346900000
4490,147,3390,2,JUAN BONMESADRI,JUAN DE LA COSA,1079,2290,570147.9590100000,6149054.9346900000
4490,L29,7330,2,JUAN BONMESADRI,JUAN DE LA COSA,1079,2290,570147.9590100000,6149054.9346900000
4490,145,8403,2,JUAN BONMESADRI,JUAN DE LA COSA,1079,2290,570147.9590100000,6149054.9346900000
4490,151,8585,2,JUAN BONMESADRI,JUAN DE LA COSA,1079,2290,570147.9590100000,6149054.9346900000
4491,L28,8003,29,JUAN CAMEJO SOTO,MARIA ORTICOCHEA,1493,4992,570286.7761023060,6145158.8871063400
4494,104,356,61,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4494,104,370,61,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4494,117,634,14,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4494,128,711,17,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4494,128,725,17,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4494,199,1448,14,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4494,117,2778,14,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4494,104,3061,65,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4494,104,3063,65,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4494,128,8503,17,JUAN D JACKSON,CHARRUA,3594,1875,575530.6512507000,6136996.6319053100
4496,L21,1566,36,JUAN PEDRO BERANGER,ADOLFO LAPUENTE,885,3756,585201.9530700000,6140839.0063000000
4497,L20,8706,7,JUAN PEDRO BERANGER,ADOLFO LAPUENTE,885,3756,585158.0018300000,6140824.3881600000
4498,L21,1566,28,JUAN PEDRO BERANGER,CAPRI,885,1596,585452.0753400000,6140859.7087600000
4499,L20,8706,8,JUAN PEDRO BERANGER,CAPRI,885,1596,585397.7768100000,6140845.2099000000
4502,102,266,18,JOSE MARIA GUERRA,JUAN VICTORICA,3249,7239,578302.5566295390,6144157.9909189200
4502,102,280,18,JOSE MARIA GUERRA,JUAN VICTORICA,3249,7239,578302.5566295390,6144157.9909189200
4502,330,1736,18,JOSE MARIA GUERRA,JUAN VICTORICA,3249,7239,578302.5566295390,6144157.9909189200
4502,71,8397,18,JOSE MARIA GUERRA,JUAN VICTORICA,3249,7239,578302.5566295390,6144157.9909189200
4502,192,8681,20,JOSE MARIA GUERRA,JUAN VICTORICA,3249,7239,578302.5566295390,6144157.9909189200
4503,102,266,20,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578144.8554050490,6143733.8180753800
4503,102,280,20,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578144.8554050490,6143733.8180753800
4503,330,1736,20,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578144.8554050490,6143733.8180753800
4503,71,8397,20,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578144.8554050490,6143733.8180753800
4503,192,8681,22,AV MARIANO ESTAPE,HORACIO ARECO,2604,486,578144.8554050490,6143733.8180753800
4504,102,266,19,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578302.7569016480,6143948.4192182400
4504,102,280,19,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578302.7569016480,6143948.4192182400
4504,330,1736,19,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578302.7569016480,6143948.4192182400
4504,71,8397,19,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578302.7569016480,6143948.4192182400
4504,192,8681,21,AV MARIANO ESTAPE,ALBERTO SUSVIELA GUARCH,2604,3198,578302.7569016480,6143948.4192182400
4506,L7,8788,61,LA CARRETA,AV IDEARIO ARTIGUISTA,8102,8111,566005.3201500000,6146684.9297800000
4506,L7,8790,57,LA CARRETA,AV IDEARIO ARTIGUISTA,8102,8111,566005.3201500000,6146684.9297800000
4508,149,981,8,LIBERTAD,GABRIEL A PEREIRA,3924,5367,577576.4278706210,6136943.6946976700
4508,145,8403,80,LIBERTAD,GABRIEL A PEREIRA,3924,5367,577576.4278706210,6136943.6946976700
4508,145,8584,70,LIBERTAD,GABRIEL A PEREIRA,3924,5367,577576.4278706210,6136943.6946976700
4508,149,8624,8,LIBERTAD,GABRIEL A PEREIRA,3924,5367,577576.4278706210,6136943.6946976700
4509,169,1162,9,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,169,2400,19,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,169,2845,13,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,151,3363,47,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,402,8100,19,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,402,8218,10,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,155,8375,10,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,151,8586,47,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,169,8676,9,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,169,8678,19,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4509,169,8680,13,AV LIB BRIG GRAL LAVALLEJA,ASUNCION,3864,648,574065.3480236550,6138209.8326237900
4510,405,24,60,LIBIA,CNO MALDONADO,3927,4143,580020.0737404840,6144212.6455708500
4510,405,28,60,LIBIA,CNO MALDONADO,3927,4143,580020.0737404840,6144212.6455708500
4510,100,237,37,LIBIA,CNO MALDONADO,3927,4143,580020.0737404840,6144212.6455708500
4510,155,8374,19,LIBIA,CNO MALDONADO,3927,4143,580020.0737404840,6144212.6455708500
4510,155,8381,19,LIBIA,CNO MALDONADO,3927,4143,580020.0737404840,6144212.6455708500
4510,405,8783,60,LIBIA,CNO MALDONADO,3927,4143,580020.0737404840,6144212.6455708500
